InventoryID,Glottocode,ISO6393,LanguageName,SpecificDialect,GlyphID,Phoneme,Allophones,Marginal,SegmentClass,Source,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,lenis,raisedLarynxEjective,loweredLarynxImplosive,click
1,kore1280,kor,Korean,,0068,h,ç h ɦ,,consonant,spa,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1,kore1280,kor,Korean,,006A,j,j,,consonant,spa,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,006B,k,k̚ ɡ k,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,006B+02B0,kʰ,kʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,-
1,kore1280,kor,Korean,,006B+02C0,kˀ,kˀ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,006C,l,ɾ l lʲ,,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,006D,m,mb m,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,006E,n,nd nʲ n̚ n,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0070,p,p b p̚,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0070+02B0,pʰ,pʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1,kore1280,kor,Korean,,0070+02C0,pˀ,pˀ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,0073,s,s z ʃ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0073+02C0,sˀ,sˀ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,0074,t,d t t̚,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0074+02B0,tʰ,tʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1,kore1280,kor,Korean,,0074+02C0,tˀ,tˀ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,0074+0320+0283,t̠ʃ,ts t̠ʃ d̠ʒ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
1,kore1280,kor,Korean,,0074+0320+0283+02C0,t̠ʃˀ,t̠ʃˀ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,0077,w,w,,consonant,spa,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,014B,ŋ,ŋ,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
1,kore1280,kor,Korean,,0294,ʔ,ʔ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,-,-,-
1,kore1280,kor,Korean,,0061,a,a,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0061+02D0,aː,aː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0065,e,e,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0065+02D0,eː,eː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0069,i,i,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0069+02D0,iː,iː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,006F,o,o,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,006F+02D0,oː,oː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0075,u,u,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0075+02D0,uː,uː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0079,y,y,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,00E6,æ,ɛ æ,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,00E6+02D0,æː,æː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,00F8,ø,ø,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0264,ɤ,ɤ,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,0264+02D0,ɤː,ɤː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,026F,ɯ,ɯ̥ ɯ,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
1,kore1280,kor,Korean,,026F+02D0,ɯː,ɯː,,vowel,spa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,0,-,-,0
5,nucl1302,kat,Georgian,,0068,h,h,,consonant,spa,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,006A,j,j,,consonant,spa,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,006B,k,ɡ ɟ k c,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,006B+02B0,kʰ,kʰ k̬ʰ cʰ c̬ʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,006B+02BC,kʼ,cʼ ɟ̰ ɡ̰ kʼ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,-
5,nucl1302,kat,Georgian,,006C+02E0,lˠ,lˠ lˠ l l̥ˠ,,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,"-,+",+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,006D,m,m̥ m m,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,006E,n,n n n̥ ŋ ɴ ɲ̟,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0070,p,b p,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0070+02B0,pʰ,p̬ʰ pʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0070+02BC,pʼ,b̰ pʼ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-
5,nucl1302,kat,Georgian,,0071+02BC,qʼ,q̰ qʼ ʁ̰,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,+,-,-,+,-,-
5,nucl1302,kat,Georgian,,0072,r,r r̥ r ɾ,,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0073,s,s z,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0074,t,t d,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0074+0073,ts,dz ts,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0074+0073+02B0,tsʰ,tsʰ t̬sʰ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0074+0073+02BC,tsʼ,tsʼ dz̰,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-
5,nucl1302,kat,Georgian,,0074+02B0,tʰ,tʰ t̬ʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0074+02BC,tʼ,d̰ tʼ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-
5,nucl1302,kat,Georgian,,0074+0320+0283,t̠ʃ,t̠ʃ d̠ʒ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0074+0320+0283+02B0,t̠ʃʰ,t̠ʃʰ t̠̬ʃʰ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0074+0320+0283+02BC,t̠ʃʼ,d̠ʒ̰ t̠ʃʼ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-
5,nucl1302,kat,Georgian,,007A,z,s͉ z,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0281,ʁ,ʁ χ͉ ʁ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0283,ʃ,ʃ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0292,ʒ,ʒ ʃ͉,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,03B2,β,v β w ʍ ɸ ɯ̆,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,03C7,χ,χ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,-,-,-,-,-,-,-,-,-
5,nucl1302,kat,Georgian,,0061+031F,a̟,a̟ ɑ,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,0,-,0,-,-,+,-,-,-,0,0,-,-,0
5,nucl1302,kat,Georgian,,0065+031E,e̞,e̞ e e̠̞,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,0,-,-,0
5,nucl1302,kat,Georgian,,006F+031E,o̞,o̞,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,0,-,-,0
5,nucl1302,kat,Georgian,,0259+0306,ə̆,ə̆,,vowel,spa,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,0,-,-,0
5,nucl1302,kat,Georgian,,026A,ɪ,ɪ ɪ̠,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,0,-,-,0
5,nucl1302,kat,Georgian,,028A,ʊ,ʊ̟ ʊ,,vowel,spa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,0,-,-,0
8,telu1262,tel,Telugu,,0062,b,b,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0062+02D0,bː,bː,,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0062+0324,b̤,b̤,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0064,d,d ð,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0064+007A,dz,dz d̠ʒ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0064+007A+02D0,dzː,dzː d̠ʒː,,consonant,spa,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0064+02D0,dː,dː,,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0064+0324,d̤,d̤,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0066,f,f,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,006A,j,j,,consonant,spa,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,006B,k,k͉ k,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,006B+02B0,kʰ,kʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,-
8,telu1262,tel,Telugu,,006B+02D0,kː,kː,,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,006C,l,l̪ l,,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,006C+02D0,lː,lː,,consonant,spa,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,006D,m,m w̃,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,006D+02D0,mː,mː,,consonant,spa,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,006E,n,ɲ n ŋ,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,006E+02D0,nː,nː,,consonant,spa,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0070,p,p,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0070+02B0,pʰ,pʰ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0070+02D0,pː,pː,,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0072+02D0,rː,rː,,consonant,spa,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0073,s,s s,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0074,t,t,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0074+0073,ts,ts ts,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0074+0073+02D0,tsː,tsː t̠ʃː,,consonant,spa,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0074+02D0,tː,tː,,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0074+0320+0283,t̠ʃ,t̠ʃ t̠ʃ,,consonant,spa,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0256,ɖ,ɖ ɽ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0256+02D0,ɖː,ɖː,,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0256+0324,ɖ̤,ɖ̤,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0261,ɡ,ɡ ɡ͉,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0261+02D0,ɡː,ɡː,,consonant,spa,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0261+0324,ɡ̤,ɡ̤,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0266,ɦ,ɦ,,consonant,spa,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,+,-,+,-,-,-,-,-,-
8,telu1262,tel,Telugu,,026D,ɭ,ɭ,,consonant,spa,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,026D+02D0,ɭː,ɭː,,consonant,spa,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0273,ɳ,ɳ,,consonant,spa,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,027E,ɾ,ɾ,,consonant,spa,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0282,ʂ,ʂ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0283,ʃ,ʃ ʃ,,consonant,spa,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
8,telu1262,tel,Telugu,,0288,ʈ,ʈ,,consonant,spa,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
